test1_beta0,test1_beta1,test1_rss,test1_se0,test1_se1,test1_t0,test1_t1,test1_p0,test1_p1,test1_r2,p1,test2_beta0,test2_beta1,test2_beta2,test2_rss,test2_se0,test2_se1,test2_se2,test2_t0,test2_t1,test2_t2,test2_p0,test2_p1,test2_p2,test2_r2,p2,test3_beta0,test3_beta1,test3_beta2,test3_rss,test3_se0,test3_se1,test3_se2,test3_t0,test3_t1,test3_t2,test3_p0,test3_p1,test3_p2,test3_r2,p3,test4_beta0,test4_beta1,test4_beta2,test4_rss,test4_se0,test4_se1,test4_se2,test4_t0,test4_t1,test4_t2,test4_p0,test4_p1,test4_p2,test4_r2,p4,omni_p
-0.2781604187751329,-0.0876748886333226,492.70371314786837,6.013531598367132,1.6861962831244026,-0.046255750755622944,-0.051995660001614534,0.5184375250432285,0.5207234995164933,0.0026962591910831835,0.2464701561192788,0.21934427479709373,-0.018194869049872123,0.05901445874933911,531.8131691166554,6.254323400605872,1.0389308109864859,1.7542077675650973,0.03507082393210516,-0.017513070993241335,0.03364165855407953,0.48601865936958244,0.5069828403127249,0.48658819076819304,0.0015014512722759665,0.45361547981478745,-0.27437881745431375,-0.016851652739620374,-0.08665351515332481,492.5526434813195,6.016485702776646,0.9622328800085354,1.6869461818614824,-0.04560449920585471,-0.01751307099324115,-0.05136708929131686,0.5181781179775184,0.5069828403127248,0.520473197110596,0.003002046096177491,0.6963876723483945,-0.27437881745431375,-0.016851652739620374,-0.08665351515332481,492.5526434813195,6.016485702776646,0.9622328800085354,1.6869461818614824,-0.04560449920585471,-0.01751307099324115,-0.05136708929131686,0.5181781179775184,0.5069828403127248,0.520473197110596,0.003002046096177491,0.5599,0.6963876723483945
-0.3471548490865524,-0.09285460383723704,584.5779815327887,6.484109996757554,1.8144032856344354,-0.053539321396483215,-0.05117638651363494,0.5213381641248965,0.5203972559753172,0.0026121811752256585,0.25398294621294426,0.01634331045848188,-0.009193702863270495,0.004399345304908945,482.02705644524633,5.896392814050419,0.9080598660191991,1.6497429271336523,0.0027717472315510715,-0.01012455588812039,0.0026666853559739715,0.4988947892210497,0.5040370171481312,0.49893668165438454,0.00011265928016634952,0.9526177913067986,-0.3469370634335931,-0.011148514034378026,-0.09279604043724447,584.518064554688,6.483813372008395,1.1011361048892128,1.8143195191718766,-0.053508181609818226,-0.010124555888120387,-0.05114647087057745,0.5213257651908312,0.5040370171481312,0.5203853429828156,0.0027144095621755016,0.8215184011677388,-0.3469370634335931,-0.011148514034378026,-0.09279604043724447,584.518064554688,6.483813372008395,1.1011361048892128,1.8143195191718766,-0.053508181609818226,-0.010124555888120387,-0.05114647087057745,0.5213257651908312,0.5040370171481312,0.5203853429828156,0.0027144095621755016,0.7491,0.9526177913067986
-0.20283892738603257,-0.05976184093809362,511.9449410922142,6.1362890737031925,1.7271580379033733,-0.033055634268484874,-0.034601258035795925,0.5131782668670254,0.5137942187633066,0.0011958153712249286,0.44038672070748985,0.03844821382166481,0.009893581613570034,-0.012369831374744993,507.22762667459904,6.111288332986729,0.9953820896417271,1.720211011960864,0.0062913434494873965,0.009939481246976304,-0.007190880240119295,0.49749139334389814,0.4960367761742802,0.502867281629622,0.00015560713115758684,0.8727021223178161,-0.20320278056180674,0.009984607411940051,-0.05963242954255882,511.8943693646328,6.136095180063532,1.004540092570472,1.7271218046008985,-0.03311597597475709,0.00993948124697631,-0.034527055001971105,0.5132023144510751,0.4960367761742802,0.5137646485970561,0.0012944807726731344,0.8247273565279974,-0.20320278056180674,0.009984607411940051,-0.05963242954255882,511.8943693646328,6.136095180063532,1.004540092570472,1.7271218046008985,-0.03311597597475709,0.00993948124697631,-0.034527055001971105,0.5132023144510751,0.4960367761742802,0.5137646485970561,0.0012944807726731344,0.3763,0.8727021223178161
0.16186754501888095,0.04311074348178952,535.6038017873752,5.77593102369175,1.6140912271784593,0.028024494121368773,0.026708988163667808,0.4888269209834164,0.4893512717148947,0.0007128615146734241,0.5514223326731882,0.28046463251864295,-0.011364178326817603,0.08280495897415277,503.85052667226887,5.604301683765464,0.9699046309009456,1.5660728519843485,0.0500445279973226,-0.011716799739641829,0.0528742701013122,0.48005348479857113,0.5046718737380076,0.4789266439436938,0.0028935619722750827,0.23906081369769505,0.1652329757641949,-0.012078704508805702,0.0441050025362119,535.5302823714759,5.78267253373737,1.0308876806982872,1.6162096650389868,0.028573808183013957,-0.011716799739641869,0.027289159005956062,0.4886079742309066,0.5046718737380076,0.48912001767309377,0.0008500282160522898,0.7940399759429017,0.1652329757641949,-0.012078704508805702,0.0441050025362119,535.5302823714759,5.78267253373737,1.0308876806982872,1.6162096650389868,0.028573808183013957,-0.011716799739641869,0.027289159005956062,0.4886079742309066,0.5046718737380076,0.48912001767309377,0.0008500282160522898,0.4215,0.7940399759429017
-0.34957163898897503,-0.1266778383682265,488.6640492611,5.599497461752459,1.553621945342136,-0.062429109286455606,-0.08153710672536214,0.5248769188973621,0.5324762124078064,0.006604391796659725,0.06942401612904747,0.15011538489114798,-0.028897987573390245,0.034361052177344156,463.7576221537258,5.465552257685684,0.9741825265994016,1.5185341562356576,0.027465730417279434,-0.02966383278733712,0.022627776949398923,0.48904963765882825,0.5118264798052358,0.49097812508186645,0.0015087566478589887,0.6141671612379165,-0.3446973154127109,-0.030423203501717178,-0.12552109381163137,488.2344308032509,5.599446996714638,1.0255992109927445,1.553428363572555,-0.06155917104223954,-0.029663832787340555,-0.08080262775874618,0.5245307052144479,0.5118264798052371,0.5321843098825991,0.007477754774508627,0.5087196210474909,-0.3446973154127109,-0.030423203501717178,-0.12552109381163137,488.2344308032509,5.599446996714638,1.0255992109927445,1.553428363572555,-0.06155917104223954,-0.029663832787340555,-0.08080262775874618,0.5245307052144479,0.5118264798052371,0.5321843098825991,0.007477754774508627,0.965,0.965
-0.5382360761942411,-0.15751869749506903,533.0026883499618,6.246592190243909,1.7449310138483924,-0.0861647534850878,-0.09027216333765901,0.5343149597130816,0.5359463822437682,0.008083193020665624,0.04449352000654094,-0.3175723092954108,-0.0005621254503132694,-0.06810728627793301,440.5903423097362,5.7003584496549555,0.9091860987873465,1.592918015636033,-0.05571093679462097,-0.0006182732567766056,-0.042756303594657125,0.5222027848232259,0.5002465315354262,0.5170435330468321,0.0018352178614611248,0.340958415447178,-0.5384518288644622,-0.000680029117535258,-0.1575649522194936,533.0024846034619,6.256330569589814,1.0998844120825273,1.7465337177369276,-0.08606511802328963,-0.0006182732567758526,-0.09021580895882074,0.5342753781950446,0.500246531535426,0.5359240028800321,0.00808357219244471,0.989008259147146,-0.5384518288644622,-0.000680029117535258,-0.1575649522194936,533.0024846034619,6.256330569589814,1.0998844120825273,1.7465337177369276,-0.08606511802328963,-0.0006182732567758526,-0.09021580895882074,0.5342753781950446,0.500246531535426,0.5359240028800321,0.00808357219244471,0.8396,0.989008259147146
0.12631359359250957,0.032706286776335414,397.7545027200005,4.945268433547495,1.3973930664140488,0.025542312877422174,0.02340521615744479,0.4898163151404139,0.4906682096454337,0.0005475042182971901,0.601687609908528,0.21627721833033264,0.043845607457763155,0.0543136861094931,506.76250566743363,5.583752736299405,1.128741999492052,1.5777282094193388,0.03873330868043934,0.0388446673176813,0.03442524877556858,0.4845592694831904,0.4845148995697114,0.48627592166062883,0.002750509353178998,0.4431729968000623,0.1186915079602789,0.03436227464500207,0.030790668547244646,397.1552319421818,4.945435899727591,0.8846072580305276,1.3972105488349316,0.024000211582323162,0.03884466731768126,0.02203724311480438,0.4904310267184272,0.4845148995697115,0.4912135369253289,0.002053314134826456,0.3869170707832593,0.1186915079602789,0.03436227464500207,0.030790668547244646,397.1552319421818,4.945435899727591,0.8846072580305276,1.3972105488349316,0.024000211582323162,0.03884466731768126,0.02203724311480438,0.4904310267184272,0.4845148995697115,0.4912135369253289,0.002053314134826456,0.3024,0.601687609908528
0.10387312285544943,0.03308453238617493,498.06885084524674,6.197652561008797,1.740526659856063,0.016760075178938703,0.01900834566297935,0.4933173666098043,0.4924210304415255,0.00036118670187379465,0.6716114504735238,-0.20619292142678908,-0.028954750722900692,-0.045643909233572005,482.73662988898775,6.102371603094005,0.984488021084855,1.7138371825594387,-0.033788981536661225,-0.029410973117777555,-0.026632581961728442,0.5134705196558738,0.5117256980821263,0.5106182727745125,0.0016020812793600125,0.5529605758305784,0.09762878693479346,-0.029848564763520956,0.03169353364176503,497.63839097979223,6.198610910417973,1.0148785163955982,1.7404170998554764,0.015750107297541335,-0.029410973117777604,0.018210309266897488,0.49372002995697384,0.5117256980821263,0.49273918590331867,0.0012251322956308153,0.5123376591275601,0.09762878693479346,-0.029848564763520956,0.03169353364176503,497.63839097979223,6.198610910417973,1.0148785163955982,1.7404170998554764,0.015750107297541335,-0.029410973117777604,0.018210309266897488,0.49372002995697384,0.5117256980821263,0.49273918590331867,0.0012251322956308153,0.3193,0.6716114504735238
-0.044434671463651126,-0.004954528784613342,475.9132408042834,5.841835216469392,1.6213111312172002,-0.007606286349601271,-0.0030558778566416966,0.5030329169731406,0.5012185051270006,9.338302270567311e-06,0.9456580123693872,0.08721135256875993,-0.0943620081239474,0.0006585529421202774,480.78425271329405,5.871824796980559,1.0051045138772847,1.6295947452278206,0.014852512733964103,-0.09388278215957575,0.00040412068340844485,0.49407789666871904,0.53737998471824,0.49983886009118283,0.008737438537751774,0.99281536037906,-0.03597155627683912,-0.09258990471667121,-0.004850265864360936,471.75520141036725,5.816957798202629,0.986228812001889,1.614213302197122,-0.006183912196845215,-0.09388278215957643,-0.0030047242565522107,0.5024657701323128,0.5373799847182402,0.5011981081290383,0.008746226054879624,0.03685776632801441,-0.03597155627683912,-0.09258990471667121,-0.004850265864360936,471.75520141036725,5.816957798202629,0.986228812001889,1.614213302197122,-0.006183912196845215,-0.09388278215957643,-0.0030047242565522107,0.5024657701323128,0.5373799847182402,0.5011981081290383,0.008746226054879624,0.0645,0.99281536037906
0.018856547115243358,0.009813115135958205,485.8769303172564,5.589291439010003,1.5782669193563732,0.0033736918750801987,0.00621765242343168,0.4986547697137388,0.4975207764794435,3.86577071822547e-05,0.8897017453616862,0.3696349217340337,0.03735444684801949,0.12270140029962166,494.419966685641,5.6382468748402506,1.0087530503548847,1.5921123431787612,0.06555848474522617,0.037030318604615864,0.07706830540277071,0.47387782551965296,0.48523783513560725,0.4693000796693706,0.00729296213634667,0.08639718655875384,0.005280377030373657,0.03665873476587936,0.005301599293299784,485.2115865997553,5.59748265052771,0.9899654161039192,1.5818845607487495,0.0009433485300532092,0.03703031860461598,0.0033514451211221073,0.499623847321082,0.48523783513560736,0.4986636403799578,0.001407971529931662,0.4094638352567821,0.005280377030373657,0.03665873476587936,0.005301599293299784,485.2115865997553,5.59748265052771,0.9899654161039192,1.5818845607487495,0.0009433485300532092,0.03703031860461598,0.0033514451211221073,0.499623847321082,0.48523783513560736,0.4986636403799578,0.001407971529931662,0.0673,0.8897017453616862
